,Type,MunicipalityCode,Prefecture,Municipality,DistrictName,TradePrice,FloorPlan,Area,BuildingYear,Structure,Use,Purpose,CityPlanning,CoverageRatio,FloorAreaRatio,Period,Renovation,Region,LandShape,Frontage,Direction,Classification,Breadth,TotalFloorArea,PricePerUnit,UnitPrice,Remarks
0,中古マンション等,13120,東京都,練馬区,旭丘,32000000,２ＬＤＫ,60,昭和47年,ＳＲＣ,住宅,住宅,第１種中高層住居専用地域,60,200,2020年第２四半期,未改装,,,,,,,,,,
1,中古マンション等,13120,東京都,練馬区,旭丘,19000000,１Ｋ,20,平成18年,ＲＣ,住宅,住宅,第１種中高層住居専用地域,60,200,2020年第２四半期,,,,,,,,,,,
2,中古マンション等,13120,東京都,練馬区,旭丘,19000000,１Ｋ,20,平成18年,ＲＣ,住宅,住宅,第１種中高層住居専用地域,60,200,2020年第１四半期,未改装,,,,,,,,,,
3,中古マンション等,13120,東京都,練馬区,旭丘,18000000,１Ｋ,20,平成18年,ＲＣ,住宅,住宅,第１種中高層住居専用地域,60,200,2020年第１四半期,未改装,,,,,,,,,,
4,中古マンション等,13120,東京都,練馬区,旭丘,48000000,３ＬＤＫ,65,平成13年,ＲＣ,住宅,住宅,近隣商業地域,80,400,2020年第１四半期,改装済,,,,,,,,,,
5,中古マンション等,13120,東京都,練馬区,旭丘,27000000,２ＤＫ,40,平成10年,ＳＲＣ,住宅,住宅,商業地域,80,500,2020年第１四半期,未改装,,,,,,,,,,
6,中古マンション等,13120,東京都,練馬区,旭丘,50000000,,65,平成22年,ＲＣ,住宅,,近隣商業地域,80,400,2020年第１四半期,未改装,,,,,,,,,,
7,中古マンション等,13120,東京都,練馬区,旭町,38000000,３ＬＤＫ,65,平成7年,ＲＣ,住宅,住宅,第１種中高層住居専用地域,60,200,2020年第２四半期,改装済,,,,,,,,,,
8,宅地(土地と建物),13120,東京都,練馬区,旭町,65000000,,185,昭和44年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,10.0,東,私道,4.0,,,,
9,宅地(土地と建物),13120,東京都,練馬区,旭町,50000000,,85,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,長方形,5.0,北,区道,4.0,85,,,
10,宅地(土地),13120,東京都,練馬区,旭町,35000000,,125,,,,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,不整形,,西,私道,4.0,,930000,280000,
11,宅地(土地),13120,東京都,練馬区,旭町,60000000,,110,,,,住宅,第１種中高層住居専用地域,60,200,2020年第１四半期,,住宅地,不整形,9.0,北,区道,6.0,,1800000,550000,
12,中古マンション等,13120,東京都,練馬区,旭町,38000000,３ＬＤＫ,60,平成8年,ＲＣ,住宅,住宅,第１種中高層住居専用地域,60,200,2020年第１四半期,未改装,,,,,,,,,,
13,宅地(土地と建物),13120,東京都,練馬区,旭町,37000000,,90,平成15年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,長方形,7.3,北西,区道,5.0,85,,,
14,宅地(土地と建物),13120,東京都,練馬区,旭町,60000000,,135,平成9年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,長方形,9.0,西,区道,4.0,135,,,
15,中古マンション等,13120,東京都,練馬区,旭町,32000000,３ＬＤＫ,60,平成17年,ＲＣ,住宅,住宅,近隣商業地域,80,300,2020年第１四半期,未改装,,,,,,,,,,
16,宅地(土地と建物),13120,東京都,練馬区,大泉学園町,37000000,,95,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第２四半期,,住宅地,ほぼ長方形,,北,私道,4.0,75,,,
17,宅地(土地と建物),13120,東京都,練馬区,大泉学園町,46000000,,115,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第２四半期,,住宅地,不整形,,北,私道,4.0,90,,,
18,宅地(土地),13120,東京都,練馬区,大泉学園町,230000000,,610,,,,住宅,近隣商業地域,80,300,2020年第２四半期,,商業地,長方形,36.9,東,区道,12.7,,1300000,380000,
19,宅地(土地と建物),13120,東京都,練馬区,大泉学園町,17000000,,120,平成10年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第２四半期,,住宅地,不整形,,東,区道,4.5,95,,,
20,宅地(土地と建物),13120,東京都,練馬区,大泉学園町,31000000,,125,昭和64年,軽量鉄骨造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,12.0,西,区道,4.2,90,,,
21,宅地(土地),13120,東京都,練馬区,大泉学園町,19000000,,60,,,,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,6.2,北,私道,4.0,,1100000,330000,
22,宅地(土地と建物),13120,東京都,練馬区,大泉学園町,38000000,,110,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,長方形,6.8,南東,私道,4.0,85,,,
23,宅地(土地と建物),13120,東京都,練馬区,大泉学園町,46000000,,110,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ台形,9.5,南,私道,5.0,90,,,
24,宅地(土地),13120,東京都,練馬区,大泉学園町,290000000,,1300,,,,,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,不整形,,東,区道,5.7,,750000,230000,
25,宅地(土地と建物),13120,東京都,練馬区,大泉学園町,39000000,,130,平成21年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,袋地等,,南,私道,4.5,95,,,
26,宅地(土地と建物),13120,東京都,練馬区,大泉学園町,45000000,,90,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,7.3,東,区道,6.0,90,,,
27,宅地(土地と建物),13120,東京都,練馬区,大泉学園町,46000000,,80,令和2年,木造,住宅,住宅,第１種中高層住居専用地域,60,200,2020年第１四半期,,住宅地,長方形,6.6,西,区道,4.0,90,,,
28,宅地(土地と建物),13120,東京都,練馬区,大泉学園町,52000000,,130,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,長方形,11.5,西,区道,4.0,105,,,
29,宅地(土地と建物),13120,東京都,練馬区,大泉学園町,45000000,,110,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ正方形,10.0,北,区道,5.4,95,,,
30,宅地(土地と建物),13120,東京都,練馬区,大泉学園町,42000000,,135,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,袋地等,3.4,西,区道,5.0,80,,,
31,宅地(土地と建物),13120,東京都,練馬区,大泉学園町,49000000,,130,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,長方形,9.5,東,区道,5.4,100,,,
32,宅地(土地と建物),13120,東京都,練馬区,大泉学園町,49000000,,90,平成24年,木造,住宅,住宅,近隣商業地域,80,300,2020年第１四半期,,住宅地,ほぼ長方形,9.3,北,区道,6.0,90,,,
33,宅地(土地と建物),13120,東京都,練馬区,大泉学園町,60000000,,115,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,長方形,7.6,南東,区道,6.0,95,,,
34,中古マンション等,13120,東京都,練馬区,大泉学園町,28000000,３ＬＤＫ,70,平成3年,ＲＣ,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,改装済,,,,,,,,,,
35,中古マンション等,13120,東京都,練馬区,大泉学園町,28000000,３ＬＤＫ,70,平成17年,ＲＣ,,住宅,近隣商業地域,80,300,2020年第１四半期,未改装,,,,,,,,,,
36,中古マンション等,13120,東京都,練馬区,大泉学園町,24000000,３ＬＤＫ,70,平成8年,ＳＲＣ,住宅,住宅,近隣商業地域,80,300,2020年第１四半期,未改装,,,,,,,,,,
37,中古マンション等,13120,東京都,練馬区,大泉学園町,15000000,１Ｋ,30,平成19年,ＲＣ,住宅,住宅,第１種中高層住居専用地域,60,200,2020年第１四半期,未改装,,,,,,,,,,
38,宅地(土地),13120,東京都,練馬区,大泉学園町,28000000,,115,,,,住宅,第１種住居地域,60,300,2020年第２四半期,,住宅地,ほぼ正方形,10.0,南,私道,4.0,,790000,240000,
39,宅地(土地と建物),13120,東京都,練馬区,大泉町,8000000,,60,平成3年,木造,住宅,その他,第１種低層住居専用地域,50,100,2020年第２四半期,,住宅地,長方形,6.3,北西,私道,4.0,80,,,
40,宅地(土地と建物),13120,東京都,練馬区,大泉町,4500000,,50,,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,6.0,南東,私道,4.0,,,,
41,宅地(土地と建物),13120,東京都,練馬区,大泉町,45000000,,110,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ台形,10.6,南東,区道,5.0,105,,,
42,宅地(土地と建物),13120,東京都,練馬区,大泉町,19000000,,105,昭和52年,木造,共同住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,9.4,北東,私道,4.0,105,,,
43,宅地(土地と建物),13120,東京都,練馬区,大泉町,45000000,,150,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,不整形,2.7,南,区道,5.7,95,,,
44,宅地(土地と建物),13120,東京都,練馬区,大泉町,42000000,,60,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,台形,4.1,北,区道,4.5,75,,,
45,宅地(土地と建物),13120,東京都,練馬区,大泉町,43000000,,85,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,袋地等,3.0,北東,道路,4.0,80,,,
46,宅地(土地と建物),13120,東京都,練馬区,大泉町,40000000,,110,平成25年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第２四半期,,住宅地,ほぼ長方形,9.3,西,私道,5.0,95,,,
47,宅地(土地と建物),13120,東京都,練馬区,大泉町,30000000,,85,平成31年,木造,住宅,,第１種低層住居専用地域,50,100,2020年第２四半期,,住宅地,長方形,8.6,北,私道,4.0,80,,,
48,宅地(土地と建物),13120,東京都,練馬区,大泉町,39000000,,105,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第２四半期,,住宅地,ほぼ台形,7.9,南西,私道,4.0,95,,,
49,宅地(土地),13120,東京都,練馬区,大泉町,22000000,,110,,,,倉庫,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ台形,6.7,南西,道路,6.0,,650000,200000,
50,宅地(土地と建物),13120,東京都,練馬区,大泉町,41000000,,110,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,8.0,南東,区道,6.0,95,,,
51,宅地(土地),13120,東京都,練馬区,春日町,96000000,,125,,,,住宅,第１種住居地域,60,200,2020年第２四半期,,住宅地,ほぼ長方形,5.3,北,区道,5.2,,2500000,760000,
52,宅地(土地と建物),13120,東京都,練馬区,春日町,11000000,,60,平成3年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第２四半期,,住宅地,不整形,,西,私道,2.7,75,,,
53,宅地(土地と建物),13120,東京都,練馬区,春日町,35000000,,85,昭和33年,木造,住宅,その他,第１種低層住居専用地域,50,100,2020年第２四半期,,住宅地,長方形,5.8,南,区道,4.0,75,,,
54,宅地(土地と建物),13120,東京都,練馬区,春日町,48000000,,85,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第２四半期,,住宅地,不整形,,西,私道,4.0,85,,,
55,宅地(土地),13120,東京都,練馬区,春日町,70000000,,155,,,,住宅,第１種住居地域,60,300,2020年第１四半期,,住宅地,ほぼ整形,13.0,西,区道,4.0,,1500000,460000,
56,宅地(土地と建物),13120,東京都,練馬区,春日町,65000000,,135,平成8年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,12.7,北,区道,7.3,110,,,
57,宅地(土地),13120,東京都,練馬区,春日町,40000000,,80,,,,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,5.2,東,区道,4.5,,1700000,500000,
58,宅地(土地と建物),13120,東京都,練馬区,春日町,130000000,,130,令和2年,木造,共同住宅,住宅,第１種住居地域,60,300,2020年第１四半期,,住宅地,ほぼ整形,14.0,北,区道,4.0,230,,,
59,宅地(土地と建物),13120,東京都,練馬区,春日町,57000000,,100,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,5.8,北,区道,6.0,95,,,
60,宅地(土地と建物),13120,東京都,練馬区,春日町,47000000,,85,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ整形,8.2,南東,道路,4.0,75,,,私道を含む取引
61,宅地(土地と建物),13120,東京都,練馬区,春日町,6000000,,60,平成3年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,袋地等,,西,私道,2.7,75,,,
62,宅地(土地と建物),13120,東京都,練馬区,春日町,53000000,,80,令和2年,木造,住宅,住宅,第１種住居地域,60,200,2020年第１四半期,,住宅地,ほぼ長方形,7.2,北東,区道,4.5,90,,,
63,宅地(土地と建物),13120,東京都,練馬区,春日町,59000000,,100,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,長方形,5.8,北西,区道,6.0,95,,,
64,宅地(土地),13120,東京都,練馬区,春日町,12000000,,35,,,,住宅,第１種住居地域,60,300,2020年第１四半期,,住宅地,ほぼ長方形,4.1,西,区道,7.3,,1100000,340000,
65,宅地(土地と建物),13120,東京都,練馬区,春日町,99000000,,120,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,5.2,北,区道,6.0,115,,,
66,宅地(土地),13120,東京都,練馬区,春日町,160000000,,680,,,,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,不整形,18.1,東,区道,6.0,,760000,230000,
67,宅地(土地),13120,東京都,練馬区,春日町,41000000,,75,,,,住宅,第１種住居地域,60,200,2020年第１四半期,,住宅地,ほぼ長方形,8.0,北,区道,5.6,,1800000,540000,
68,宅地(土地と建物),13120,東京都,練馬区,春日町,75000000,,110,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,8.5,北,区道,5.0,105,,,
69,中古マンション等,13120,東京都,練馬区,春日町,60000000,２ＬＤＫ,65,平成8年,ＳＲＣ,,住宅,近隣商業地域,80,400,2020年第１四半期,改装済,,,,,,,,,,
70,宅地(土地と建物),13120,東京都,練馬区,春日町,45000000,,100,平成2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第２四半期,,住宅地,袋地等,3.0,南西,区道,4.0,85,,,
71,宅地(土地と建物),13120,東京都,練馬区,春日町,53000000,,100,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第２四半期,,住宅地,ほぼ整形,5.8,南西,私道,4.0,95,,,
72,宅地(土地),13120,東京都,練馬区,春日町,45000000,,85,,,,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,7.0,北,区道,4.0,,1700000,520000,
73,宅地(土地と建物),13120,東京都,練馬区,春日町,70000000,,105,令和2年,木造,住宅,事務所,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,5.7,南,区道,4.0,100,,,
74,宅地(土地と建物),13120,東京都,練馬区,春日町,59000000,,100,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,5.1,西,私道,3.9,95,,,
75,宅地(土地と建物),13120,東京都,練馬区,春日町,40000000,,100,平成10年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,10.8,北,区道,5.0,95,,,
76,宅地(土地と建物),13120,東京都,練馬区,春日町,56000000,,100,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ整形,6.9,西,私道,4.0,95,,,
77,宅地(土地と建物),13120,東京都,練馬区,春日町,27000000,,90,昭和58年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,長方形,5.3,南,私道,4.2,90,,,
78,中古マンション等,13120,東京都,練馬区,上石神井,21000000,,20,,ＲＣ,,住宅,近隣商業地域,80,400,2020年第２四半期,,,,,,,,,,,
79,中古マンション等,13120,東京都,練馬区,上石神井,26000000,１Ｋ,25,令和2年,ＲＣ,住宅,住宅,近隣商業地域,80,300,2020年第２四半期,未改装,,,,,,,,,,
80,中古マンション等,13120,東京都,練馬区,上石神井,27000000,１Ｋ,25,令和2年,ＲＣ,住宅,住宅,第１種住居地域,60,200,2020年第２四半期,未改装,,,,,,,,,,
81,中古マンション等,13120,東京都,練馬区,上石神井,26000000,１Ｋ,25,令和2年,ＲＣ,住宅,,近隣商業地域,80,300,2020年第２四半期,,,,,,,,,,,
82,宅地(土地と建物),13120,東京都,練馬区,上石神井,50000000,,100,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,,北,私道,4.0,95,,,
83,宅地(土地),13120,東京都,練馬区,上石神井,63000000,,210,,,,,第１種中高層住居専用地域,60,150,2020年第１四半期,,住宅地,袋地等,,西,私道,4.0,,970000,290000,私道を含む取引
84,宅地(土地と建物),13120,東京都,練馬区,上石神井,53000000,,105,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,不整形,9.0,北西,区道,5.6,90,,,私道を含む取引
85,宅地(土地),13120,東京都,練馬区,上石神井,67000000,,90,,,,住宅,第１種住居地域,60,200,2020年第１四半期,,住宅地,長方形,10.4,北,区道,7.0,,2400000,740000,
86,中古マンション等,13120,東京都,練馬区,上石神井,22000000,,20,,ＲＣ,住宅,住宅,近隣商業地域,80,400,2020年第１四半期,未改装,,,,,,,,,,
87,中古マンション等,13120,東京都,練馬区,上石神井,41000000,３ＬＤＫ,65,平成27年,ＲＣ,,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,未改装,,,,,,,,,,
88,中古マンション等,13120,東京都,練馬区,上石神井,42000000,３ＬＤＫ,65,平成27年,ＲＣ,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,未改装,,,,,,,,,,
89,宅地(土地),13120,東京都,練馬区,上石神井南町,170000000,,320,,,,その他,第１種住居地域,60,200,2020年第１四半期,,住宅地,ほぼ長方形,14.6,北,都道,12.7,,1700000,510000,
90,中古マンション等,13120,東京都,練馬区,北町,13000000,１Ｋ,25,平成18年,ＲＣ,住宅,住宅,近隣商業地域,80,300,2020年第２四半期,改装済,,,,,,,,,,
91,中古マンション等,13120,東京都,練馬区,北町,25000000,メゾネット,35,平成16年,ＲＣ,住宅,住宅,近隣商業地域,80,300,2020年第２四半期,,,,,,,,,,,
92,宅地(土地と建物),13120,東京都,練馬区,北町,40000000,,85,昭和61年,鉄骨造,共同住宅,住宅,第１種住居地域,60,200,2020年第１四半期,,住宅地,台形,14.0,南西,区道,6.0,190,,,隣地の購入
93,中古マンション等,13120,東京都,練馬区,北町,21000000,１Ｋ,20,平成16年,ＲＣ,住宅,住宅,近隣商業地域,80,300,2020年第１四半期,未改装,,,,,,,,,,
94,中古マンション等,13120,東京都,練馬区,北町,36000000,２ＬＤＫ,55,平成10年,ＲＣ,住宅,住宅,第１種住居地域,60,200,2020年第１四半期,改装済,,,,,,,,,,
95,中古マンション等,13120,東京都,練馬区,北町,20000000,１Ｋ,20,平成16年,ＲＣ,住宅,住宅,近隣商業地域,80,300,2020年第１四半期,未改装,,,,,,,,,,
96,宅地(土地と建物),13120,東京都,練馬区,北町,55000000,,105,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,袋地等,2.7,北,区道,4.5,90,,,
97,宅地(土地と建物),13120,東京都,練馬区,北町,60000000,,100,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ正方形,10.3,南,区道,3.5,95,,,
98,宅地(土地と建物),13120,東京都,練馬区,北町,48000000,,100,,鉄骨造,事務所,,準工業地域,60,300,2020年第１四半期,,住宅地,ほぼ長方形,9.8,北,区道,3.4,165,,,
99,宅地(土地と建物),13120,東京都,練馬区,北町,59000000,,95,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,5.0,北,区道,4.3,90,,,
100,中古マンション等,13120,東京都,練馬区,北町,17000000,１Ｋ,20,平成20年,ＲＣ,住宅,住宅,準工業地域,60,300,2020年第２四半期,,,,,,,,,,,
101,中古マンション等,13120,東京都,練馬区,北町,8600000,１Ｋ,15,昭和63年,ＲＣ,住宅,住宅,準工業地域,60,200,2020年第２四半期,,,,,,,,,,,
102,宅地(土地と建物),13120,東京都,練馬区,北町,55000000,,80,平成24年,木造,住宅,住宅,準工業地域,60,200,2020年第１四半期,,住宅地,不整形,7.1,北西,区道,5.0,90,,,
103,宅地(土地と建物),13120,東京都,練馬区,北町,30000000,,60,平成29年,木造,住宅,住宅,第１種低層住居専用地域,60,150,2020年第１四半期,,住宅地,不整形,,南東,私道,4.0,65,,,
104,宅地(土地と建物),13120,東京都,練馬区,北町,150000000,,460,昭和53年,鉄骨造,共同住宅、工場、事務所,住宅,準工業地域,60,200,2020年第１四半期,,住宅地,ほぼ台形,14.4,北東,区道,6.0,520,,,
105,宅地(土地と建物),13120,東京都,練馬区,北町,53000000,,75,令和2年,木造,住宅,住宅,第１種低層住居専用地域,60,150,2020年第１四半期,,住宅地,ほぼ長方形,5.8,南西,私道,4.0,80,,,
106,宅地(土地),13120,東京都,練馬区,北町,30000000,,280,,,,住宅,第１種低層住居専用地域,60,150,2020年第１四半期,,住宅地,不整形,,南東,私道,4.0,,350000,110000,私道を含む取引
107,中古マンション等,13120,東京都,練馬区,北町,24000000,１ＤＫ,25,平成27年,ＲＣ,住宅,その他,準工業地域,60,300,2020年第１四半期,,,,,,,,,,,
108,中古マンション等,13120,東京都,練馬区,北町,30000000,２ＤＫ,55,平成3年,ＲＣ,住宅,住宅,準工業地域,60,200,2020年第１四半期,改装済,,,,,,,,,,
109,中古マンション等,13120,東京都,練馬区,北町,29000000,２ＬＤＫ,50,昭和62年,ＲＣ,住宅,住宅,近隣商業地域,80,300,2020年第２四半期,改装済,,,,,,,,,,
110,宅地(土地),13120,東京都,練馬区,北町,790000000,,2000㎡以上,,,,,第１種中高層住居専用地域,60,150,2020年第１四半期,,住宅地,不整形,34.0,東,都道,5.0,,1300000,380000,
111,宅地(土地),13120,東京都,練馬区,北町,46000000,,140,,,,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ台形,10.5,北西,区道,2.6,,1100000,330000,私道を含む取引
112,宅地(土地と建物),13120,東京都,練馬区,北町,60000000,,100,令和2年,木造,住宅,住宅,第１種中高層住居専用地域,60,200,2020年第１四半期,,住宅地,ほぼ長方形,5.6,東,区道,8.0,90,,,
113,宅地(土地と建物),13120,東京都,練馬区,北町,29000000,,100,平成27年,木造,共同住宅,住宅,第１種低層住居専用地域,60,150,2020年第１四半期,,住宅地,不整形,5.3,南西,私道,4.0,115,,,
114,中古マンション等,13120,東京都,練馬区,北町,45000000,３ＬＤＫ,60,平成7年,ＲＣ,住宅,住宅,第１種中高層住居専用地域,60,200,2020年第１四半期,改装済,,,,,,,,,,
115,宅地(土地と建物),13120,東京都,練馬区,向山,56000000,,85,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第２四半期,,住宅地,ほぼ長方形,8.1,北東,区道,5.4,90,,,
116,宅地(土地),13120,東京都,練馬区,向山,35000000,,50,,,,住宅,第１種中高層住居専用地域,60,200,2020年第１四半期,,住宅地,ほぼ台形,5.1,北西,区道,5.0,,2400000,730000,
117,中古マンション等,13120,東京都,練馬区,向山,8800000,１Ｋ,15,昭和59年,ＲＣ,住宅,住宅,第１種中高層住居専用地域,60,200,2020年第１四半期,,,,,,,,,,,
118,宅地(土地),13120,東京都,練馬区,小竹町,75000000,,160,,,,住宅,第１種低層住居専用地域,60,150,2020年第２四半期,,住宅地,不整形,11.7,北東,区道,3.4,,1600000,480000,
119,宅地(土地と建物),13120,東京都,練馬区,小竹町,63000000,,105,令和2年,木造,住宅,住宅,第１種低層住居専用地域,60,150,2020年第１四半期,,住宅地,不整形,3.3,南西,区道,3.3,85,,,
120,宅地(土地),13120,東京都,練馬区,小竹町,90000000,,165,,,,住宅,第１種低層住居専用地域,60,150,2020年第１四半期,,住宅地,長方形,10.0,南西,区道,3.3,,1800000,550000,
121,宅地(土地),13120,東京都,練馬区,小竹町,57000000,,110,,,,住宅,第１種低層住居専用地域,60,150,2020年第２四半期,,住宅地,袋地等,4.0,北,区道,4.0,,1700000,510000,
122,宅地(土地),13120,東京都,練馬区,小竹町,380000000,,530,,,,住宅,第１種中高層住居専用地域,60,200,2020年第１四半期,,住宅地,不整形,24.1,北,道路,4.4,,2400000,710000,
123,中古マンション等,13120,東京都,練馬区,小竹町,22000000,１Ｋ,20,平成22年,ＲＣ,住宅,住宅,第１種中高層住居専用地域,60,200,2020年第１四半期,未改装,,,,,,,,,,
124,中古マンション等,13120,東京都,練馬区,小竹町,69000000,３ＬＤＫ,65,平成28年,ＲＣ,住宅,住宅,準工業地域,60,200,2020年第１四半期,未改装,,,,,,,,,,
125,中古マンション等,13120,東京都,練馬区,小竹町,29000000,２ＬＤＫ,50,昭和61年,ＲＣ,住宅,住宅,準工業地域,60,200,2020年第１四半期,改装済,,,,,,,,,,
126,中古マンション等,13120,東京都,練馬区,栄町,51000000,３ＬＤＫ,80,昭和63年,ＲＣ,住宅,その他,第１種住居地域,60,200,2020年第２四半期,未改装,,,,,,,,,,
127,宅地(土地と建物),13120,東京都,練馬区,桜台,63000000,,140,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第２四半期,,住宅地,ほぼ長方形,6.9,北東,私道,4.0,105,,,
128,中古マンション等,13120,東京都,練馬区,桜台,37000000,２ＬＤＫ,55,昭和58年,ＳＲＣ,,住宅,商業地域,80,500,2020年第２四半期,改装済,,,,,,,,,,
129,中古マンション等,13120,東京都,練馬区,桜台,17000000,１Ｋ,15,平成8年,ＲＣ,住宅,住宅,商業地域,80,400,2020年第２四半期,未改装,,,,,,,,,,
130,宅地(土地),13120,東京都,練馬区,桜台,180000000,,180,,,,住宅,第１種中高層住居専用地域,60,200,2020年第１四半期,,住宅地,ほぼ長方形,9.5,西,区道,4.9,,3300000,1000000,
131,宅地(土地と建物),13120,東京都,練馬区,桜台,200000000,,220,平成16年,鉄骨造,共同住宅,住宅,近隣商業地域,80,300,2020年第１四半期,,住宅地,ほぼ整形,14.0,南,私道,4.0,360,,,
132,中古マンション等,13120,東京都,練馬区,桜台,52000000,３ＬＤＫ,65,平成14年,ＲＣ,住宅,住宅,近隣商業地域,80,300,2020年第１四半期,未改装,,,,,,,,,,
133,中古マンション等,13120,東京都,練馬区,桜台,20000000,１Ｋ,20,平成18年,ＲＣ,住宅,住宅,商業地域,80,400,2020年第１四半期,未改装,,,,,,,,,,
134,中古マンション等,13120,東京都,練馬区,桜台,20000000,１Ｋ,20,平成23年,ＲＣ,,住宅,商業地域,80,500,2020年第１四半期,未改装,,,,,,,,,,
135,中古マンション等,13120,東京都,練馬区,桜台,11000000,１Ｋ,15,昭和61年,ＲＣ,住宅,住宅,近隣商業地域,80,300,2020年第１四半期,改装済,,,,,,,,,,
